Review,Liked,review_len,is_synthetic
This where the place is I first had pho and it was amazing!!,1,,1
The board outside are also dirty a luck of the time and the workers are not constantly friendly and helpful with the menu.,0,,1
Their are specials daily always a hit with my group.,1,,1
Crostini that came with the salad was stale.,0,8.0,0
"iodine do love sushi, but iodine rule Kabuki to be over-priced, over-hip and under-services.",0,,1
"my this point, By friends and I this basically figured out had place was a publicly and didn't mind making it joke and loudly known.",0,,1
"When iodine open the sandwich, iodine was impressed, but not in a good way.",0,,1
Con: uneven service.,0,,1
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,20.0,0
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,16.0,0
"The fries were not hot, and neither was my burger.",0,10.0,0
Just had lunch a and had here great experience.,1,,1
I can't disappointed you how tell I was.,0,,1
Terrible service!,0,2.0,0
walked in and the smelled like an old grease trap and 2 others there eating.,0,,1
"I do love sushi, and I found to Kabuki be over-priced, over-hip but under-services.",0,,1
I can you you that assure won't be disappointed.,1,,1
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0,21.0,0
"Anyways, The nutrient was definitely not pick at all, and for the price you pay you should expect more.",0,,1
I could care less... The internal is just beautiful.,1,,1
experience.,0,,1
"This isn't a small family restaurant, this is a dining fine establishment.",1,,1
"This place is overpriced, not coherent with their boba, and it actually is OVERPRICED!",0,,1
As a sushi lover avoid this place by all means.,0,10.0,0
topper breakfast buffet!!!,1,,1
I like because it's dark and it feels like a bar.,1,,1
"If not familiar, check it out.",1,,1
This is an Outstanding little restaurant with some of the near Food I have always tasted.,1,,1
I'm not really sure how Joey's was voted best dog in the Valley readers of Phoenix Magazine.,0,,1
Join the order and get awesome offers via email.,1,,1
TOTAL WASTE OF TIME.,0,4.0,0
Food is way overpriced and portions are know small.,0,,1
This one is simply a disappointment.,0,6.0,0
not Will be back.,0,,1
"Definitely deserving venturing off the strip for the pork belly, will fall next time I'm in Vegas.",1,,1
"many go to far too I places restaurant I've never seen any and that a serves 1 egg breakfast, especially for $4.00.",0,,1
Service is quick and friendly.,1,5.0,0
I can take a little bad service but the food sucks.,0,11.0,0
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,13.0,0
think I not again,0,,1
"If you want healthy authentic or ethic food, attempt this place.",1,,1
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,17.0,0
this rate is good.,1,,1
"the like mouth, really sexy party in your a hottest you're outrageously flirting with It's where person at the party.",1,,1
Awesome help and food.,1,,1
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,23.0,0
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,23.0,0
After the disappoint dinner we went elsewhere for dessert.,0,,1
"They have a plethora of salads and sandwiches, and everything I've render gets my sealskin of approval.",1,,1
"In an interesting part of town, this lay is amazing.",1,,1
The nutrient was very good.,1,,1
I can't tell you how I was.,0,,1
Always a great time Dos Gringos!,1,,1
The crêpe was delicate and and,1,,1
The cream sauce was bland and the vegetables were undercooked.,0,,1
I love the fact that everything on their menu is deserving it.,1,,1
"By this point, friends and I had figured this a joke and didn't mind making it loudly",0,,1
Not much seafood and corresponding 5 strings of pasta at the bottom.,0,,1
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,22.0,0
iv stars for the food & the ridicule in the blue shirt for his great vibe & still letting us in to corrode !,1,,1
"Overall, a great experience.",1,4.0,0
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,18.0,0
The service was outshining & recommend the Halibut.,1,,1
They really want to make your get a good one.,1,,1
bowl coming back to Def next time,1,,1
It's NOT hard make a hamburger.,0,,1
High-quality chicken on the chicken caesar salad.,1,,1
"I Perhaps caught them on an night off judging not the other reviews, but I'm by inspired to go back.",0,,1
Very good lunch spot.,1,4.0,0
The last 3 times I had lunch has been bad.,0,,1
I love that they put their food in in plastic to as containers opposed cramming it nice little paper takeout boxes.,1,,1
Will ever go back.,0,,1
I like Steiners because it's dark and it feels like a bar.,1,12.0,0
"All in all, can I assure you I'll be back.",1,,1
an extensive menu provides lots of options for breakfast.,1,,1
"If that bug never show up ane would have return a foursome for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,,1
"And considering the ii of america left there very full and happy for about $20, you just can't plump wrong.",1,,1
An absolute mustiness visit!,1,,1
I can a little bad but sucks.,0,,1
The food is very good for your distinctive bar food.,1,,1
Tried to go here for luncheon and it was a madhouse.,0,,1
"You get with fresh fish, prepared incredibly care.",1,,1
good was Waitress though!,1,,1
It wasn't busy at all and now we know why.,0,10.0,0
Extremely Tasty!,1,2.0,0
return. wouldn't I,0,,1
"real good food, great atmosphere.1",1,,1
Definitely not worth the $3 paid. I,0,,1
Not much seafood and bottom. 5 strings of pasta at the like,0,,1
Horrible - don't waste your time and money.,0,8.0,0
I can't wait to go back.,1,6.0,0
"At first ambiance, - is a lovely bakery cafe it nice glance clean, friendly staff.",1,,1
"sides are delish - mixed yukon gold puree, white corn - beateous.",1,,1
this place is good.,1,4.0,0
I was mortified.,0,3.0,0
The service here leaves a lot to desired. be,0,,1
simply then they came back cold.,0,,1
"Overall, i like this place a lot.",1,,1
very tough and on flavor!,0,,1
By this excuse. our side of the no was almost empty so there was restaurant time,0,,1
prices. Good,1,,1
The ambiance isn't much better.,0,5.0,0
beer. selection of Awesome,1,,1
"Third, the cheese on my friend's hamburger was cold.",0,,1
But now I was completely gross out.,0,,1
place fo take out or eat in.,1,,1
It'll be a regular on my trips to Phoenix!,1,,1
"Great place to eat, reminds me of the lilliputian mom and pop shops in the San Francisco alcove Area.",1,,1
They have a really nice atmosphere.,1,6.0,0
I give it 2 thumbs down,0,6.0,0
All I was to say is the food have amazing!!!,1,,1
definitely again. come back here will,1,,1
was He terrible!,0,,1
Nice ambiance.,1,2.0,0
Service sucks.,0,2.0,0
"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1,28.0,0
I want to first say our server was great and we had perfect service.,1,14.0,0
Our server was super nice and checked on u many times.,1,,1
"Oh this is such a thing of beauty, this",1,,1
just I don't like it.,0,,1
RUDE & MANAGEMENT.,0,,1
"The nutrient is delicious and just spicy enough, so be trusted to demand for spicier if you prefer it that way.",1,,1
Avoid at all cost!,0,4.0,0
"Overall, I don't think that I would take my nurture to this station again because they made most of the similar ailment that I mutely felt too.",0,,1
ripe Service-check!,1,,1
"It lacked flavor, undercooked, and",0,,1
you can watch them preparing the delicious food!),1,8.0,0
My gyro was basically cabbage only.,0,,1
serving was very prompt.,1,,1
"I proven wrong by this sushi bar, not because the is but the service is fast and impeccable.",1,,1
You can't beat that.,1,4.0,0
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,19.0,0
the potatoes were and great so was the biscuit.,1,,1
love the with the Chinese calligraphy wall paper.,1,,1
The potato chip around was sad... I was chips count how many probably were in that box and it could probably order 12.,0,,1
check it out.,1,,1
After two I feel disgusting.,0,,1
"I mean how really, do you for so famous get your fish and chips when it's so terrible!?!",0,,1
This an is unbelievable BARGAIN!,1,,1
I miss it and wish they had in Philadelphia!,1,,1
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,20.0,0
A good time!,1,3.0,0
Awful service.,0,2.0,0
"I really do recommend this place, you can go wrong with this donut place!",1,14.0,0
was It delicious!!!,1,,1
"This place is like Chipotle, but BETTER.",1,7.0,0
an HOUR... seriously?,0,,1
"The had absolutely no flavor - the meat itself was bland, the burger was overcooked and there was no flavor.",0,,1
In fact I'm going to round up to 4 just because she was so awesome.,1,,1
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,13.0,0
"No allergy warnings did the menu, and the waitress had absolutely no clue as to which peanuts. did or on not contain meals",0,,1
he was terrible!,0,,1
I will not return.,0,4.0,0
The only save quality of the restaurant was that it was very inexpensive.,1,,1
unity just wanted to leave.,0,,1
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,11.0,0
THIS ESTABLISHMENT!,0,,1
Their chow mein is so good!,1,6.0,0
hence we went to Tigerlilly and had a fantastic afternoon!,1,,1
The service was outshine & I definitely recommend the Halibut.,1,,1
Penne vodka excellent!,1,3.0,0
great a What double cheeseburger!,1,,1
heavy place to have a couple drinks and watch any and all romp events as the wall are covered with TV's.,1,,1
I will continue here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1,,1
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,11.0,0
If someone orders two tacos cart? you part it if be think of customer service to ask may it is combo or ala don't',0,,1
"Lastly, the mozzarella sticks, they were the best affair we ordered.",1,,1
We ordered duck rare it was pink and tender on the inside with a nice char on the,1,,1
My sashimi was poor quality being soggy and tasteless.,0,9.0,0
ever!,0,,1
Our many was super nice and checked on us server times.,1,,1
nothing is There authentic about this place.,0,,1
I will come back here every time I'm in Vegas.,1,10.0,0
Reasonably priced also!,1,3.0,0
The WORST EXPERIENCE EVER.,0,4.0,0
iodin ordered Albondigas soup - which was just affectionate - and tasted like tomato soup with frozen meatballs.,0,,1
Seriously orca hot chai latte.,1,,1
So we went and Tigerlilly to had a fantastic afternoon!,1,,1
Some may say this buffet is pricey but iodin consider you get what you pay for and this place you are getting rather a lot!,1,,1
The cashew vegetables sauce was bland and the cream were undercooked.,0,,1
First time going I but think I will quickly become a regular.,1,,1
The pancake was also really good and pretty large at that.,1,11.0,0
liked had a toro extraordinary with a cavier that was and tartare I They the thinly sliced wagyu with white truffle.,1,,1
All of the tapas dishes were delicious!,1,7.0,0
The patio seating was very comfortable.,1,6.0,0
great A touch.,1,,1
This is of the better that I have been to.,1,,1
We be going back.,0,,1
"If never showed I would have given a 4 for sure, but on the other side of wall where this bug was climbing kitchen.",0,,1
I will never go to this place and will never ever recommended this place to anyone!,0,,1
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,21.0,0
"After 20 second wait, I got a table.",0,,1
"Service is quick and still ""to go"" regularize are just like we like it!",1,,1
food was great and so was the serivce!,1,,1
So in a nutshell: 1) combination restaraunt smells like a The of a a fish market and dirty sewer.,0,,1
This stead is disgusting!,0,,1
The stave was very attentive.,1,,1
The only thing I did like was the prime costa and dessert section.,1,,1
The ambiance was incredible.,1,4.0,0
Kids pizza always a hit too with lots of great side dish options for the kiddos!,1,,1
If someone orders ii tacos don't' you think it may be part of client serving to ask if it is combo or ala cart?,0,,1
This place is way too overpriced for mediocre food.,0,9.0,0
If you are reading go please don't this there.,0,,1
RUDE MANAGEMENT. INCONSIDERATE &,0,,1
Service cute. also is,1,,1
The grilled chicken was so bid and yellow from the saffron seasoning.,1,,1
It was just not experience.,1,,1
My boyfriend and i sat at the bar and a completely experience.,1,,1
Before I go in to why I gave a 1 know that was my third time eating at Bachi burger before a review.,0,,1
There is so much and food in Vegas that Rice feel wasting for cheated an eating opportunity by going to I good Company.,0,,1
ace had about two bites and refused to eat anymore.,0,,1
"a Overall, great experience.",1,,1
The portion was huge!,1,4.0,0
"nobelium allergy warnings on the menu, and the waitress had absolutely no clue as to which meal did or did not comprise peanuts.",0,,1
It was dirt. probably,0,,1
All I have to say is the nutrient was amazing!!!,1,,1
"As much as I'd like to pass back, I can't get passed the atrocious serving and will never return.",0,,1
Why are these sad little vegetables overcooked? so,0,,1
block was,1,,1
"The food was delicious, our bartender was got and deal! AND we attentive a great personable",1,,1
"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1,21.0,0
"Very though! good,",1,,1
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,20.0,0
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1,21.0,0
bartender was also,1,,1
The bartender was besides nice.,1,,1
stay in Vegas you get breakfast here at least once.,1,,1
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,20.0,0
It's too bad the food is so damn generic.,0,9.0,0
help sucks.,0,,1
"To ever disbelief, each dish qualified as the worst version of these foods have I my tasted.",0,,1
"The food was delicious, our mixologist was thoughtful and personable AND we got a great deal!",1,,1
High-quality chicken on the chicken Caesar salad.,1,7.0,0
The food amount out at a good pace.,1,,1
I don't think I'll be running back Carly's to anytime soon for food.,0,,1
minutes. an and and took 40 minutes appetizer then the pizza another 10 Ordered,0,,1
Pretty cool say. would I,1,,1
"The atmosphere here did not finger comparable a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,,1
Why are these sad little vegetables so overcooked?,0,8.0,0
Im in AZ all the new and now have my time spot.,1,,1
Crust is $% good. ## not,0,,1
We waited for thirty hour to be seat (although there were octad vacant tables and we were the only folks waiting).,0,,1
Just don't hump why they were so slow.,0,,1
All I to say is the food was amazing!!!,1,,1
An extensive menu provides lots of options for breakfast.,1,9.0,0
I had the opportunity today to sample your pizzas! amazing,1,,1
"We had so much to enjoin about the place before we walk in that he expected it to be amazing, but was promptly disappointed.",0,,1
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,21.0,0
"go never, ever Will back.",0,,1
"The deal included 5 and and and drinks, 2 Jeff went above tastings beyond what we expected.",1,,1
Service was prompt. very,1,,1
Bland of flavorless is a good way and describing the barely tepid meat.,0,,1
it was a take to get there.,0,,1
"Very good, though!",1,3.0,0
We literally sat there for 20 minutes with no ane postulate to take our order.,0,,1
The one down note is the breathing could use some upgrading.,0,,1
A FLY was in my apple juice.. A FLY!!!!!!!!,0,9.0,0
pork Great sandwich.,1,,1
never come again.,0,,1
The food is very good for your typical bar food.,1,10.0,0
This is a really fantastic Thai eatery which is definitely worth a visit.,1,,1
mistake. a What,0,,1
"ambiance. food, service and Phenomenal",1,,1
"Also, I feel the chips are bought, not in house.",0,,1
Never going back.,0,3.0,0
"My pita Greek dressing with the Greek salad was so tasty, and the side and hummus was very refreshing.",1,,1
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,16.0,0
"I was the dead wrong by this sushi bar, not only because the food, is proven but great, service is fast and the quality impeccable.",1,,1
"(It wasn't busy either) Also, the building was FREEZING cold.",0,10.0,0
"Plus, bucks. only 8 it's",1,,1
very tough and very on short flavor!,0,,1
It was way over fried.,0,5.0,0
"we have sucked, which we expected but it sucked more than The could food imagined.",0,,1
The pizza selections are good.,1,5.0,0
My salad had a bland on the baby greens and hearts of,0,,1
I've had better bagels from the grocery store.,0,8.0,0
"For a self proclaimed coffee cafe, I was wildly disappointed.",0,10.0,0
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,21.0,0
"It lacked flavor, seem undercooked, and dry.",0,,1
the faculty is friendly and the joint is always clean.,1,,1
"The deal included 5 tastings and 2 drinks, and Jeff above and beyond what we",1,,1
I come never again.,0,,1
The was very attentive.,1,,1
This a is disgrace.,0,,1
"Sadly, Gordon Ramsey's trip we a place is shall sharply avoid during our next Steak to Vegas.",0,,1
decor. Interesting,1,,1
very good lunch spot.,1,,1
atmosphere is perfect.,1,,1
the potatoes were great and was the,1,,1
"I'd rather eat airway food, seriously.",0,,1
"regularize a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, relieve sucks.",0,,1
It was delicious!!!,1,3.0,0
There is nothing authentic about this place.,0,7.0,0
Very fun,1,,1
thither is nothing authentic about this place.,0,,1
"hail hungry, leave happy and stuffed!",1,,1
Hands down my ducky Italian restaurant!,1,,1
Omelets die to are for!,1,,1
insanely Macarons here are The good.,1,,1
tally brunch fail.,0,,1
"Frozen disgust, with some of the worst people behind the register.",0,,1
good Damn steak.,1,,1
food. service and Awesome,1,,1
I guess mayhap we went on an off night but it was disgraceful.,0,,1
The worst was the salmon sashimi.,0,6.0,0
Food was great and so was the serivce!,1,8.0,0
If she had not rolled the eyes we whitethorn have stayed... non surely if we will go back and try it again.,0,,1
The service was extremely slow.,0,5.0,0
This place should honestly be blown up.,0,7.0,0
I don't consider we'll be going back anytime soon.,0,,1
"A meal. unhealthy greasy,",0,,1
Stopped by during the late May deposit holiday off Rick Steve testimonial and loved it.,1,,1
My acquaintance loved the salmon tartar.,1,,1
I had a badly solid breakfast here.,1,,1
I ordered the hoodooism pasta and it was the first time I'd had really excellent pasta since proceed gluten gratis several years ago.,1,,1
"The pizza tasted not super chewy in old, a good way.",0,,1
so was Food gooodd.,1,,1
Service,0,,1
Not a single employee came out to see if we were fine or even needed a irrigate refill once they finally served usa our food.,0,,1
were These so good we ordered them twice.,1,,1
"What SHOULD have been a hilarious, delicious Christmas Eve dinner to recall was the biggest fail of the entire spark for us.",0,,1
100% steaks are Their recommended!,1,,1
Very good lunch,1,,1
"Insults, unplumbed deuchebaggery, and had to go outside for a smoke break while function just to solidify it.",0,,1
"The chips and salsa were real good, the salsa was very fresh.",1,,1
"I love sushi, but I found be and under-services.",0,,1
no one at the table recollect the food was above mean or worth the wait that we had for it.,0,,1
"Lordy, the Khao Soi is a ravisher that is not to be missed for groom lovers!",1,,1
I will never blend spine to this place and will never ever recommended this place to anyone!,0,,1
"Overall, I don't think that I take parents to this place again because they made most of the similar complaints that silently felt too.",0,,1
disappoint experience.,0,,1
They brought a fresh batch of fries and I thinking yay warm but,0,,1
frightful management.,0,,1
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and staff.",1,,1
Very very fun chef.,1,4.0,0
waitress was good though!,1,,1
The patio seating was very,1,,1
What a great treble cheeseburger!,1,,1
"staff are great, the ambiance is great.",1,,1
It was probably dirt.,0,4.0,0
They have a really nice,1,,1
"The burger is good beef, cooked just right.",1,8.0,0
"This and is a jewel place Las Vegas, in exactly what been I've hoping to find in nearly ten years living here.",1,,1
stars. place deserves no This,0,,1
Food was good and I got full petty fast.,1,,1
The chicken dishes are the beef is like shoe leather.,0,,1
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,22.0,0
What a great double cheeseburger!,1,5.0,0
"Point your finger any item on the menu, order and you won't be disappointed.",1,,1
I had a seriously solid breakfast here.,1,7.0,0
I it 2 thumbs down,0,,1
"For a self proclaimed coffee cafe, I disappointed.",0,,1
Both of the ballock rolls were fantastic.,1,,1
I don't have to be an accountant to bang I'm getting screwed!,0,,1
This style!! lacked place,0,,1
"Cute, honest. simple, quaint,",1,,1
Ordered burger rare total in we'll done.,0,,1
"The faculty is great, the food is delish, and they have an unbelievable beer selection.",1,,1
on the sub-par service I received and no effort to show their gratitude for my business I be going back.,0,,1
"If you love veritable Mexican food and want a whole bunch of interesting, nonetheless delicious kernel to choose from, you need to try this place.",1,,1
Pretty cool I would say.,1,5.0,0
The yellowtail carpaccio was disappear in your mouth fresh.,1,,1
The bus boy the other hand so rude.,0,,1
Great food.,1,2.0,0
"My brother all law who was at the mall ate here day, same and guess what he works sick in night too.",0,,1
Nice cover of moz over top but i the like this was done to blanket up feel subpar food.,1,,1
in a nutshell: The restaraunt smells like a combination of a dirty fish and a sewer.,0,,1
The refried beans that came with my meal were desiccated out and crusty and the nutrient was bland.,0,,1
I can say that the desserts were yummy.,1,8.0,0
"It's prices, to my house, it's low-key, non-fancy, affordable close good food.",1,,1
So don't go there if you are looking for good food...,0,11.0,0
The tenderness Attack Grill in downtown Vegas is an absolutely flat-lined rationalize for a restaurant.,0,,1
Service was slow and not attentive.,0,6.0,0
"To summarize... the nutrient was incredible, nay, transcendant... but nothing brings me rejoice quite same the memory of the pneumatic condiment dispenser.",1,,1
"All in all, Ha Long Bay was a of a flop.",0,,1
These were so good we rank them twice.,1,,1
it was packed!!,0,,1
interesting decor.,1,,1
I return. not will,0,,1
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,16.0,0
After pulled up my I waited for another 15 minutes before,0,,1
The roast beef sandwich savour really good!,1,,1
It was packed!!,0,3.0,0
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,16.0,0
penne vodka excellent!,1,,1
We with the tuna sashimi was brownish in color and obviously wasn't fresh.,0,,1
Best life! I've ever had in my fish,1,,1
"I really do recommend this place, you can go wrong donut place!",1,,1
At least 10 to refill my water before I struggle to you wave over for think minutes.,0,,1
"passed much as I'd and to go back, I can't get As the atrocious service like will never return.",0,,1
did not like at all.,0,5.0,0
I will come back time I'm in Vegas.,1,,1
They want really to make your experience a good one.,1,,1
was Everything perfect the night we were in.,1,,1
Pricing is a bit of a concern at Mellow Mushroom.,0,10.0,0
Not good by any stretch of the,0,,1
My drink was never empty and he made some really great card suggestions.,1,,1
"You drive incredibly fresh fish, prepared with care.",1,,1
I love the decor with the Chinese paper. wall calligraphy,1,,1
First time going but I think I will quickly become a regular.,1,12.0,0
This place is amazing!,1,4.0,0
"Try them in the airport to experience some food and speedy, friendly service.",1,,1
The nacho are a MUST HAVE!,1,,1
"had strawberry tea, was good.",1,,1
He do carry after us when he realized my husband had left his sunglasses on the table.,1,,1
The dowery was huge!,1,,1
slang say enough good things about this place.,1,,1
it was not good.,0,,1
is always full but never a wait.,1,,1
I left with stomach ache and felt sick the of,0,,1
The Veggitarian platter is out of this world!,1,8.0,0
But don't like it.,0,,1
"adenine greasy, unhealthy meal.",0,,1
"bad day or not, single have a very low tolerance for rude customer service people, it is your business to be nice and polite, launder dishes otherwise!!",0,,1
Server did a great table. handling our large rowdy job,1,,1
walk in and the lieu smelled like an old grease trap and only 2 others there eating.,0,,1
The serve was meh.,0,,1
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,18.0,0
After waited pulled up my car I being for another 15 minutes before I acknowledged.,0,,1
"Prices drenched very reasonable, flavors are spot on, the sauce is home made, the is slaw and not are in mayo.",1,,1
It was just not a fun experience.,1,7.0,0
"Loved it...friendly servers, great food, wonderful and",1,,1
I The care less... could interior is just beautiful.,1,,1
The service here leaves lot to be desired.,0,,1
We ordered some old classics and some new after going there a few times and sorely disappointed with everything.,0,,1
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,21.0,0
Their steak are 100% recommended!,1,,1
tasteless. was Sauce,0,,1
"The waiter went back and forward several times, not even so much as an ""Are you being helped?""",0,,1
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,14.0,0
Definitely not worth the $3 I paid.,0,7.0,0
Best of luck service the rude and non-customer to focused new management.,0,,1
"If you're not familiar, chink it out.",1,,1
"Also there are burger, like a 23 fries, and beer for combos which is a decent deal.",1,,1
"However, there was so often garlic in the fondue, it was barely edible.",0,,1
I LOVED it!,1,3.0,0
overall I wasn't very impressed with Noca.,0,,1
Im in AZ all the time and now have my modern spot.,1,,1
"Unfortunately, it was not good.",0,5.0,0
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,11.0,0
management. Terrible,0,,1
fun was just not a It experience.,1,,1
It was believably dirt.,0,,1
and sashimi was poor quality being soggy My tasteless.,0,,1
"Loved it...friendly servers, great food, wonderful and inventive menu.",1,,1
leave not be back.,0,,1
It is PERFECT for a family meal or get with a few friends.,1,,1
This was like the final,0,,1
THIS AVOID ESTABLISHMENT!,0,,1
"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0,19.0,0
And the red groom had so practically bamboo shoots and wasn't very tasty to me.,0,,1
come back again if a sushi craving while in Vegas.,1,,1
"The dining space is tiny, but elegantly decorated and comfortable.",1,10.0,0
We got the food and ostensibly they have never heard of saltiness and the dinge on the fish was chewy.,0,,1
The jalapeno bacon is soooo good.,1,6.0,0
I would avoid this place if you Mirage. staying in the are,0,,1
We could not consider how dirty the oysters were!,0,,1
Eew... This fix needs a complete overhaul.,0,,1
portion The was huge!,1,,1
I really enjoyed Crema before Café they expanded. I even told friends they BEST the had breakfast.,1,,1
unsound food/service I've had in a while.,0,,1
